"","id","latitude","longitude","place_town_name","place_county_name"
"1",4601133,47.7103004456,-122.3679733276,"","King"
"2",19184654,47.7430914414,-122.3109349687,"","King"
"3",52964145,47.6509785313,-122.3072987795,"","King"
"4",61398540,47.6614026155,-122.2832440962,"","King"
"5",61400313,47.6751263319,-122.2610672191,"","King"
"6",61401102,47.6761844239,-122.2620814294,"","King"
"7",61401305,47.6761706532,-122.2624612972,"","King"
"8",61423931,47.6654002946,-122.2830562674,"","King"
"9",61624246,47.7494723567,-122.2079986731,"Bothell City Limits","King"
"10",61624408,47.750082372,-122.2083493488,"Bothell City Limits","King"
"11",61624619,47.750931613,-122.2077266787,"Bothell City Limits","King"
"12",62133383,47.1098824501,-121.8078283388,"","King"
"13",63186072,47.5499451813,-122.2555292119,"","King"
"14",63253840,47.4873686833,-121.7194069,"","King"
"15",63255638,47.4874740833,-121.719034,"","King"
"16",63298939,47.49236667,-122.06390283,"","King"
"17",65828255,47.667575,-122.28566667,"","King"
"18",66054060,47.7240478,-122.24479483,"","King"
"19",66054151,47.72321235,-122.24449684,"","King"
"20",66062190,47.7237474,-122.2460907,"","King"
"21",66197132,47.54998579,-122.25541078,"","King"
"22",66390991,47.5853700039,-121.7307021417,"","King"
"23",67182029,47.7023001324,-122.3092648925,"","King"
"24",67542612,47.6252466667,-122.2997966667,"","King"
"25",67542762,47.635475,-122.3067633333,"","King"
"26",67548524,47.6256466667,-122.32447,"","King"
"27",67558333,47.6307916667,-122.3163216667,"","King"
"28",67590491,47.4658932933,-122.4595996596,"","King"
"29",67689415,47.5519633333,-122.2535333333,"","King"
"30",67737614,47.5526916667,-122.2513966667,"","King"
"31",67839053,47.5305116731,-121.9771116667,"","King"
"32",68079062,47.4666169515,-122.4585582124,"","King"
"33",68228219,47.5487655278,-122.2830995545,"","King"
"34",68280669,47.494947,-122.069072,"","King"
"35",68283750,47.37774577,-121.98251864,"","King"
"36",68284552,47.3764328664,-121.9804870337,"","King"
"37",68431464,47.6176083333,-122.3131866667,"","King"
"38",68499123,47.37513916,-122.06213208,"","King"
"39",68500224,47.37402186,-122.06353545,"","King"
"40",68502979,47.37528402,-122.06636817,"","King"
"41",68729584,47.3788803997,-121.9730033,"","King"
"42",68730344,47.450698,-122.073259,"East Renton Highlands City Limits","King"
"43",68737226,47.4225318,-122.0737244,"","King"
"44",68745750,47.6363666667,-122.3068616667,"","King"
"45",68746053,47.6358866667,-122.307045,"","King"
"46",68769712,47.6368033333,-122.3067633333,"","King"
"47",68770643,47.6346133333,-122.3060833333,"","King"
"48",68870055,47.74183872,-122.13816869,"","King"
"49",68937551,47.619858,-122.293119,"","King"
"50",69079934,47.6706215786,-122.3097227422,"","King"
"51",69100155,47.6795021335,-122.3936154372,"","King"
"52",69100473,47.679485106,-122.3922885117,"","King"
"53",69100576,47.6795331343,-122.3918578495,"","King"
"54",69120460,47.62587,-122.2941133333,"","King"
"55",69236663,47.3700916667,-122.320305,"Des Moines City Limits","King"
"56",69438855,47.5662033333,-122.3074416667,"","King"
"57",69463782,47.7123031667,-122.3725999722,"","King"
"58",69534281,47.631695,-122.2963033333,"","King"
"59",69971033,47.7549833333,-122.3626333333,"","King"
"60",69971407,47.7476913109,-122.3608824232,"","King"
"61",69972018,47.753895,-122.3621966667,"","King"
"62",70014534,47.4895343664,-122.4733704329,"","King"
"63",70014877,47.489842706,-122.4727122858,"","King"
"64",70015042,47.4894727435,-122.4711368233,"","King"
"65",70015240,47.48921739,-122.47082916,"","King"
"66",70015410,47.4891528473,-122.470806241,"","King"
"67",70025028,47.5676333333,-122.0942,"Issaquah City Limits","King"
"68",70046682,47.37766452,-122.05853367,"","King"
"69",70209008,47.7121569722,-122.3705740278,"","King"
"70",70475459,47.2888498,-122.27639101,"","King"
"71",70523478,47.4661026944,-122.1446225833,"Renton City Limits","King"
"72",70855690,47.680208,-122.256595,"","King"
"73",70856332,47.680208,-122.256595,"","King"
"74",70858087,47.67082,-122.307245,"","King"
"75",71271392,47.7692916667,-122.2832633333,"","King"
"76",71345061,47.2701116667,-121.9392866667,"","King"
"77",71347153,47.3164133333,-121.9079666667,"","King"
"78",71565664,47.620767,-122.294641,"","King"
"79",71964402,47.6690001414,-122.3064531294,"","King"
"80",71965329,47.6671937155,-122.3063763512,"","King"
"81",71965523,47.6659960673,-122.3064768502,"","King"
"82",72973074,47.617,-122.3180616667,"","King"
"83",73075398,47.6571783333,-122.2870633333,"","King"
"84",73075666,47.6539116667,-122.3080833333,"","King"
"85",73427478,47.3174747412,-122.2985423525,"","King"
"86",73685073,47.6659263298,-122.3067141419,"","King"
"87",73685232,47.6655803249,-122.3066579831,"","King"
"88",73685339,47.665534895,-122.3063529656,"","King"
"89",73811111,47.6306116667,-122.2943116667,"","King"
"90",74173604,47.43163503,-121.75977463,"","King"
"91",74182740,47.43098299,-121.74289186,"","King"
"92",74182835,47.43101293,-121.74289305,"","King"
"93",74576827,47.5259083333,-122.276575,"","King"
"94",74698866,47.5771,-122.40358,"","King"
"95",74699359,47.57293,-122.3991466667,"","King"
"96",74699598,47.5744666667,-122.3996666667,"","King"
"97",74699945,47.575425,-122.4012083333,"","King"
"98",74780439,47.4636369339,-121.8466407807,"","King"
"99",75247959,47.3808566714,-122.2323468794,"Kent City Limits","King"
"100",75518626,47.4657904722,-122.1329766944,"","King"
"101",75560764,47.3132763133,-122.1864293797,"Auburn City Limits","King"
"102",75566490,47.3120585131,-122.1762637329,"Auburn City Limits","King"
"103",76308690,47.5630141622,-122.3514437654,"","King"
"104",76734896,47.50143,-122.459145,"","King"
"105",76774849,47.59325,-122.1843633333,"Bellevue City Limits","King"
"106",76776436,47.5331283333,-122.1279611667,"","King"
"107",76833856,47.526795,-122.1256333333,"","King"
"108",77494290,47.5393676758,-122.3720645719,"","King"
"109",78079304,47.525695,-122.26385,"","King"
"110",78489829,47.3814305803,-122.3192108051,"Des Moines City Limits","King"
"111",78600923,47.3815871962,-122.3188506347,"Des Moines City Limits","King"
"112",78604035,47.3815188418,-122.3187657261,"Des Moines City Limits","King"
"113",78604361,47.3815242062,-122.3187210505,"Des Moines City Limits","King"
"114",78625146,47.3819896114,-122.3216067721,"Des Moines City Limits","King"
"115",78625631,47.3817737743,-122.3214492793,"Des Moines City Limits","King"
"116",78626609,47.3819594365,-122.3212611024,"Des Moines City Limits","King"
"117",78626989,47.382038394,-122.3212665507,"Des Moines City Limits","King"
